StockCode,Description,ReturnRate,TotalUnits
20914,SET/5 RED SPOTTY LID GLASS BOWLS,0.0258,11002.0
21242,RED SPOTTY PLATE,0.0018,3356.0
22232,JIGSAW TOADSTOOLS 3 PIECE,0.0634,1167.0
21535,RETRO SPOT SMALL MILK JUG,0.0187,1763.0
21844,RETRO SPOT MUG,0.0093,1501.0
22073,RETRO SPOT STORAGE JAR,0.016,751.0
22072,TEA CUP AND SAUCER RETRO SPOT,0.0222,722.0
15056BL,EDWARDIAN PARASOL BLACK,0.0213,9985.0
15056N,EDWARDIAN PARASOL NATURAL,0.0132,11705.0
22254,FELT TOADSTOOL LARGE,0.0486,1483.0
22255,FELT TOADSTOOL  SMALL,0.0356,1263.0
46000S,POLYESTER FILLER PAD 40x40cm,0.0197,3556.0
20964,POLYESTER FILLER PAD 60x40cm,0.0,20.0
21788,KIDS RAIN MAC BLUE,0.021,3477.0
21789,KIDS RAIN MAC PINK,0.0302,3042.0
20682,RED SPOTTY CHILDS UMBRELLA,0.0211,1516.0
84832,ZINC WILLIE WINKIE  CANDLE STICK,0.0017,6900.0
85063,CREAM SWEETHEART MAGAZINE RACK,0.1755,376.0
48129,DOOR MAT TOPIARY,0.0,1043.0
22030,SWALLOWS GREETING CARD,0.0091,13179.0
21081,SET/20 POSIES PAPER NAPKINS,0.0,4.0
20773,BLUE PAISLEY NOTEBOOK,0.0003,3358.0
20767,BLUE PAISLEY JOURNAL,0.0085,826.0
22028,PENNY FARTHING BIRTHDAY CARD,0.0037,6432.0
20622,VIPPASSPORT COVER,0.0,547.0
21122,SET/10 PINK SPOTTY PARTY CANDLES,0.0,5796.0
21124,SET/10 BLUE SPOTTY PARTY CANDLES,0.0,4905.0
20657,TROPICAL LUGGAGE TAG,0.0,1879.0
16156N,"WRAP, FRIENDSHIP ON GREEN",0.0,1475.0
20673,STRAWBERRIES PRINT BOWL,0.0,5.0
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,0.0016,7587.0
20619,TROPICAL PASSPORT COVER,0.0,580.0
21866,UNION JACK FLAG LUGGAGE TAG,0.0111,2252.0
20660,VIP LUGGAGE TAG,0.0,73.0
20777,CHRYSANTHEMUM NOTEBOOK,0.0008,3672.0
20774,GREEN FERN NOTEBOOK,0.0003,3494.0
22037,ROBOT BIRTHDAY CARD,0.0017,7204.0
22036,DINOSAUR BIRTHDAY CARD,0.0374,1738.0
21726,MULTI HEARTS  STICKERS,0.0018,1116.0
21544,SKULLS  WATER TRANSFER TATTOOS,0.0039,6155.0
21004,ROSE DU SUD CHILDS APRON,0.0,106.0
84402D,PINK DRESS JEWELLERY STAND,0.0,373.0
84660B,BLACK STITCHED WALL CLOCK,0.0,755.0
21429,RED GINGHAM ROSE JEWELLERY BOX,0.0105,6663.0
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,0.0,170.0
21500,PINK SPOTS  WRAP,0.0,7850.0
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,0.0013,1490.0
20748,KENSINGTON COFFEE SET,0.0,1604.0
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,0.2236,2048.0
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,0.0054,737.0
79029,GLASS HONEYPOT WASP CATCHER,0.009,2985.0
21591,COSY HOUR CIGAR BOX MATCHES,0.0129,4178.0
72801E,S/4 FESTIVE GREEN DINNER CANDLES,0.0,723.0
21034,REX CASH+CARRY JUMBO SHOPPER,0.0066,4268.0
85049D,BRIGHT BLUES RIBBONS,0.0,2380.0
21985,PACK OF 12 HEARTS DESIGN TISSUES,0.0042,25816.0
21980,PACK OF 12 RED SPOTTY TISSUES,0.0011,22747.0
16235,RECYCLED PENCIL WITH RABBIT ERASER,0.0219,6076.0
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,0.3657,51275.0
84990,60 GOLD AND SILVER FAIRY CAKE CASES,0.0056,4300.0
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,0.0141,849.0
85231B,CINAMMON SET OF 9 T-LIGHTS,0.0051,2171.0
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,0.0065,3845.0
22071,SMALL RETRO SPOT MUG IN BOX  WHITE,0.0516,407.0
22070,SMALL RETRO SPOT MUG IN BOX  RED,0.1047,363.0
84270,ASSTD DESIGN BUBBLE GUM RING,0.0703,24753.0
85049C,ROMANTIC PINKS RIBBONS,0.0082,3063.0
84352,SILVER CHRISTMAS TREE BAUBLE STAND,0.0314,223.0
79067,CORONA MEXICAN TRAY,0.0107,1680.0
22203,MILK PAN RED RETROSPOT,0.0105,1431.0
21353,SILVER SLEIGHBELL  WREATH,0.0,19.0
21538,DAIRY MAID  PUDDING BOWL,0.0015,1316.0
21534,DAIRY MAID LARGE MILK JUG,0.0294,988.0
85053,FRENCH ENAMEL CANDLEHOLDER,0.0196,2087.0
22118,JOY WOODEN BLOCK LETTERS,0.0024,825.0
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,0.0017,1742.0
D,Discount,0.94,3264.0
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,0.0,139.0
22186,RED STAR CARD HOLDER,0.0547,2159.0
47504K,ENGLISH ROSE GARDEN SECATEURS,0.0082,2695.0
47504F,ENGLISH ROSE TORCH,0.0,528.0
21809,CHRISTMAS HANGING TREE WITH BELL,0.0,3050.0
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,0.0019,5287.0
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,0.0079,760.0
21480,PINK STRIPE HOT WATER BOTTLE,0.0205,292.0
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,0.0363,881.0
85033S,SET/6 SILVER REINDEER T-LIGHTS,0.0038,261.0
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,0.0,403.0
22185,SLATE TILE NATURAL HANGING,0.001,3972.0
21786,RAIN HAT WITH RED SPOTS,0.0106,4509.0
84388,WISE MAN STAR SHAPE EGG PAN,0.0267,75.0
21918,SET 12 KIDS COLOUR  CHALK STICKS,0.0029,14790.0
51012C,"FEATHER DUSTER, COAL BLACK",0.0172,174.0
84671B,CROCHET BEAR WITH BLUE STRIPES,0.0,111.0
21747,SMALL SKULL WINDMILL,0.0579,2176.0
22330,72 ROUND PINK DOILIES,0.0857,140.0
84375,SET OF 20 KIDS COOKIE CUTTERS,0.0077,7970.0
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,0.007,430.0
20961,STRAWBERRY BATH SPONGE,0.0189,3755.0
20960,WATERMELON BATH SPONGE,0.0,1908.0
20966,SANDWICH BATH SPONGE,0.0003,3166.0
17164D,ASS COL SMALL SAND FROG P'WEIGHT,0.0,1159.0
21890,S/6 WOODEN SKITTLES IN COTTON BAG,0.0034,3561.0
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,0.0095,734.0
17091J,VANILLA INCENSE IN TIN,0.0,4086.0
20975,12 PENCILS SMALL TUBE RED SPOTTY,0.1371,9532.0
21440,12 MINI TOADSTOOL PEGS,0.0041,483.0
22174,PHOTO CUBE,0.0087,5497.0
22150,3 STRIPEY MICE FELTCRAFT,0.0875,8733.0
22147,FELTCRAFT BUTTERFLY HEARTS,0.0642,14079.0
21356,TOAST ITS - FAIRY FLOWER,0.0006,1625.0
21357,TOAST ITS - DINOSAUR,0.0332,1447.0
21677,HEARTS  STICKERS,0.0163,2212.0
21680,WOODLAND  STICKERS,0.0101,2969.0
21730,GLASS STAR FROSTED T-LIGHT HOLDER,0.0289,1316.0
70007,HI TEC ALPINE HAND WARMER,0.0087,1385.0
70006,LOVE HEART POCKET WARMER,0.0004,4484.0
21650,ASSORTED TUTTI FRUTTI BRACELET,0.0085,3290.0
21892,TRADITIONAL WOODEN CATCH CUP GAME,0.0067,8026.0
20655,QUEEN OF SKIES LUGGAGE TAG,0.0,421.0
21990,MODERN FLORAL STATIONERY SET,0.0048,2512.0
21934,SKULL SHOULDER BAG,0.013,4709.0
21578,WOODLAND DESIGN  COTTON TOTE BAG,0.0045,2234.0
21579,LOLITA  DESIGN  COTTON TOTE BAG,0.016,1061.0
21577,SAVE THE PLANET COTTON TOTE BAG,0.0061,2609.0
20713,JUMBO BAG OWLS,0.0117,21451.0
20712,JUMBO BAG WOODLAND ANIMALS,0.0138,18208.0
16047,POP ART PEN CASE & PENS,0.3281,15798.0
21561,DINOSAUR LUNCHBOX WITH CUTLERY,0.0,570.0
20814,SILVER FINCH DECORATION,0.0644,202.0
22068,BLACK PIRATE TREASURE CHEST,0.0121,1153.0
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,0.0436,551.0
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,0.0,656.0
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,0.0124,2426.0
21018,BIRD BOX CHRISTMAS TREE DECORATION,0.0,236.0
35995,SET/6 BLACK GLITTER REINDEER CANDLE,0.0,5.0
22355,"CHARLOTTE BAG , SUKI DESIGN",0.002,4418.0
21581,SKULLS  DESIGN  COTTON TOTE BAG,0.0166,1208.0
20727,LUNCH BAG  BLACK SKULL.,0.0427,28337.0
21071,VINTAGE BILLBOARD DRINK ME MUG,0.0027,4487.0
21068,VINTAGE BILLBOARD LOVE/HATE MUG,0.0198,4487.0
22189,CREAM HEART CARD HOLDER,0.0023,18406.0
48179,DOOR MAT SWEET HOME,0.0,34.0
48188,DOOR MAT WELCOME PUPPIES,0.0014,1461.0
48184,DOOR MAT ENGLISH ROSE,0.002,1487.0
21777,RECIPE BOX WITH METAL HEART,0.0171,1167.0
20969,RED FLORAL FELTCRAFT SHOULDER BAG,0.0807,3583.0
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,0.0,43.0
21737,SET 3 WICKER LOG BASKETS,0.0,400.0
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,0.0,121.0
84898F,YELLOW FLOWERS FELT HANDBAG KIT,0.0,172.0
22207,FRYING PAN UNION FLAG,0.026,3272.0
21016,LIGHT BIRD HOUSE TREE DECORATION,0.0048,840.0
20829,GLITTER HANGING BUTTERFLY STRING,0.1842,5945.0
85231G,ORANGE SCENTED SET/9 T-LIGHTS,0.0144,1524.0
21407,BROWN CHECK CAT DOORSTOP,0.0015,1319.0
72800F,4 IVORY DINNER CANDLES GOLD FLOCK,0.0,825.0
21993,FLORAL FOLK STATIONERY SET,0.0041,2919.0
21486,PINK HEART DOTS HOT WATER BOTTLE,0.0009,1155.0
21813,GARLAND WITH STARS AND BELLS,0.0242,869.0
21812,GARLAND WITH HEARTS AND BELLS,0.0367,873.0
21488,RED WHITE SCARF  HOT WATER BOTTLE,0.0,2448.0
75013B,"STRING OF 8 BUTTERFLIES,PINK",0.0025,396.0
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,0.0082,1471.0
72801G,S/4 BURGUNDY WINE DINNER CANDLES,0.0,788.0
72801F,S/4 FESTIVE RED DINNER CANDLES,0.0,234.0
22183,CAKE STAND VICTORIAN FILIGREE MED,0.0145,622.0
21732,RED HANGING METAL STAR TLIGHT HLDR,0.0032,936.0
21254,SET OF KITCHEN WALL  STICKERS,1.0,4.0
85041,SET/4 PINK ORCHID CANDLES IN BOWL,0.0075,1872.0
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,0.0255,2552.0
37461,FUNKY MONKEY MUG,0.0013,744.0
21700,BIG DOUGHNUT FRIDGE MAGNETS,0.0184,6591.0
20692,FLORAL ELEPHANT SOFT TOY,0.0022,914.0
16237,SLEEPING CAT ERASERS,0.0083,11029.0
37410,BLACK AND WHITE PAISLEY FLOWER MUG,0.0002,25713.0
84251F,"GREETING CARD, RITA",0.0,341.0
21080,SET/20 RED SPOTTY PAPER NAPKINS,0.0386,16329.0
21967,PACK OF 12 SKULL TISSUES,0.0,15917.0
22110,BIRD HOUSE HOT WATER BOTTLE,0.0015,2752.0
84977,WIRE FLOWER T-LIGHT HOLDER,0.0,224.0
18010,ASSORTED FRAGRANCE BATH CONFETTI,0.0,64.0
22152,PLACE SETTING WHITE STAR,0.0017,6368.0
72267,PREMIUM CHURCH CANDLE,0.0,273.0
22081,RIBBON REEL FLORA + FAUNA,0.0252,1625.0
22079,RIBBON REEL HEARTS DESIGN,0.0119,5141.0
20758,ABSTRACT CIRCLES POCKET BOOK,0.0002,5442.0
20756,GREEN FERN POCKET BOOK,0.0,5734.0
21126,SET OF 6 GIRLS CELEBRATION CANDLES,0.0059,2357.0
21125,SET 6 FOOTBALL CELEBRATION CANDLES,0.0069,2184.0
22102,MIRROR MOSAIC T-LIGHT HOLDER,0.2803,2572.0
35955,SMALL FOLKART CHRISTMAS TREE DEC,0.0,135.0
35954,SMALL FOLKART STAR CHRISTMAS DEC,0.0,2387.0
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,0.0257,3887.0
84050,PINK HEART SHAPE EGG FRYING PAN,0.0063,10596.0
47568,ENGLISH ROSE DESIGN PEG BAG,0.0091,2411.0
84782A,PINK 3 TIER GLASS PLATE STAND,0.048,125.0
84782C,GREEN 3 TIER GLASS PLATE STAND,0.075,80.0
22169,FAMILY ALBUM WHITE PICTURE FRAME,0.0396,2422.0
84933A,LARGE GREEN PEONY FOLDING STOOL,0.0,131.0
84933B,LARGE PINK PEONY FOLDING STOOL,0.0,136.0
22201,FRYING PAN BLUE POLKADOT,0.0039,509.0
37503,TEA TIME CAKE STAND IN GIFT BOX,0.0202,2520.0
21593,SWALLOW CIGAR BOX MATCHES,0.0169,1416.0
22085,PAPER CHAIN KIT SKULLS,0.1868,3131.0
85099C,JUMBO  BAG BAROQUE BLACK WHITE,0.0099,31579.0
22348,TEA BAG PLATE RED SPOTTY,0.0116,7215.0
85061W,WHITE JEWELLED HEART DECORATION,0.0039,6465.0
21781,MA CAMPAGNE CUTLERY BOX,0.0628,716.0
20768,GREEN FERN JOURNAL,0.0,771.0
21082,SET/20 FRUIT SALAD PAPER NAPKINS,0.2996,10261.0
47591B,SCOTTIES DES CHILD'S APRON,0.0,303.0
22196,SMALL HEART MEASURING SPOONS,0.0102,6791.0
22131,FOOD CONTAINER SET 3 LOVE HEART,0.003,5333.0
20804,GLASS CHICKEN BUTTER DISH,0.126,381.0
21115,ROSE CARAVAN DOORSTOP,0.0008,1263.0
21067,VINTAGE RED TEATIME MUG,0.0074,4836.0
22134,LADLE LOVE HEART RED,0.0079,1520.0
22132,RED LOVE HEART SHAPE CUP,0.0036,3373.0
20963,APPLE BATH SPONGE,0.0027,3656.0
84670,JAPANESE CROCHETED ANIMAL,0.0279,5373.0
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,0.0028,1454.0
21558,SKULL LUNCHBOX WITH CUTLERY,0.2494,401.0
35004P,SET OF 3 PINK FLYING DUCKS,0.0,121.0
21321,GLASS CHALICE BLUE  LARGE,0.1095,137.0
22281,EASTER TREE YELLOW BIRDS,0.0302,530.0
21320,GLASS CHALICE GREEN  LARGE,0.0524,420.0
21187,WHITE BELL HONEYCOMB PAPER GARLAND,0.0,1446.0
79000,MOROCCAN TEA GLASS,0.0191,12521.0
84706F,RED PEONY TABLE CLOCK,0.0286,35.0
84968C,S/16 VINTAGE PISTACHIO CUTLERY,0.0,262.0
84968F,S/16 VINTAGE SKY BLUE CUTLERY,0.0,84.0
84968B,S/16 VINTAGE IVORY CUTLERY,0.0023,429.0
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,0.0,1043.0
21618,4 WILDFLOWER BOTANICAL CANDLES,0.0,704.0
21615,4 LAVENDER BOTANICAL DINNER CANDLES,0.0,1187.0
21619,4 VANILLA BOTANICAL CANDLES,0.0,1139.0
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,0.0085,704.0
85049B,LUSH GREENS RIBBONS,0.0,2140.0
85049G,CHOCOLATE BOX RIBBONS,0.0111,4062.0
21770,OPEN CLOSED METAL SIGN,0.0158,3044.0
37500,TEA TIME TEAPOT IN GIFT BOX,0.0144,900.0
21637,ASSORTED SANSKRIT MINI NOTEBOOK,0.0131,1376.0
21901,"KEY FOB , BACK DOOR",0.0237,6453.0
21900,"KEY FOB , SHED",0.0006,8477.0
21902,"KEY FOB , FRONT  DOOR",0.0103,5514.0
21223,SET/4 BADGES WOODLAND ANIMAL,0.0,496.0
85049H,URBAN BLACK RIBBONS,0.0,2076.0
21576,LETS GO SHOPPING COTTON TOTE BAG,0.012,752.0
21580,RABBIT  DESIGN  COTTON TOTE BAG,0.0108,557.0
35004S,SET OF 3 SILVER FLYING DUCKS,0.0641,156.0
35001W,HAND OPEN SHAPE DECO.WHITE,0.0211,994.0
35001B,HAND OPEN SHAPE BLACK,0.1053,19.0
21260,FIRST AID TIN,0.0167,3652.0
20866,BLUE ROSE FABRIC MIRROR,0.0853,1407.0
20867,PINK ROSE FABRIC MIRROR,0.0,1141.0
20979,36 PENCILS TUBE RED SPOTTY,0.0503,3575.0
20983,12 PENCILS TALL TUBE RED SPOTTY,0.0051,2372.0
20981,12 PENCILS TALL TUBE WOODLAND,0.0163,4861.0
20977,36 PENCILS TUBE WOODLAND,0.0193,3932.0
20974,12 PENCILS SMALL TUBE SKULL,0.0433,14123.0
21114,LAVENDER SCENTED FABRIC HEART,0.0103,5843.0
85232A,SET/3 POLKA DOT STACKING TINS,0.0862,290.0
35971,ROSE FOLKART HEART DECORATIONS,0.0084,2020.0
21740,COSY SLIPPER SHOES LARGE RED,0.0,204.0
21624,VINTAGE UNION JACK DOORSTOP,0.0154,1815.0
21738,COSY SLIPPER SHOES SMALL  RED,0.011,456.0
22280,POCKET BAG PINK PAISELY BROWN SPOT,0.0,884.0
21841,BABY MOUSE RED GINGHAM DRESS,0.0068,444.0
21621,VINTAGE UNION JACK BUNTING,0.0091,7009.0
21622,VINTAGE UNION JACK CUSHION COVER,0.0116,3789.0
20750,RED/WHITE DOT MINI CASES,0.0018,1629.0
82482,WOODEN PICTURE FRAME WHITE FINISH,0.0261,17658.0
20665,RED SPOTTY PURSE,0.0404,768.0
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,0.0,253.0
21439,BASKET OF TOADSTOOLS,0.1513,2697.0
16169D,WRAP WINTER FOREST,0.0,250.0
16169C,WRAP BLUE REINDEER,0.0,1350.0
21017,RED BIRD HOUSE TREE DECORATION,0.0,662.0
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,0.0009,7678.0
21039,RED SPOTTY SHOPPING BAG,0.0058,690.0
21432,SET OF 3 CASES WOODLAND DESIGN,0.0238,966.0
21424,WOODLAND STORAGE BOX LARGE,0.0582,1014.0
21426,WOODLAND STORAGE BOX SMALL,0.0918,1133.0
21891,TRADITIONAL WOODEN SKIPPING ROPE,0.0078,12378.0
21098,CHRISTMAS TOILET ROLL,0.0237,9257.0
22415,WHITE TISSUE REAM,0.0,326.0
17165D,ASS COL LARGE SAND FROG P'WEIGHT,0.0082,729.0
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,0.0049,817.0
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,0.0,429.0
90090,PINK CRYSTAL HEART PHONE CHARM,0.1233,300.0
90092,BLUE CRYSTAL BOOT PHONE CHARM,0.2093,129.0
16161C,WRAP SPEED DEMONS,0.0,450.0
35160,BUDDHA INCENSE HOLDER ASSORTED,0.0,2180.0
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,0.0,355.0
21805,WHITE CHRISTMAS TREE DECORATION,0.0,2221.0
90125A,PINK BERTIE GLASS BEAD BAG CHARM,0.0745,161.0
84578,ELEPHANT TOY WITH BLUE T-SHIRT,0.0,223.0
84901,BLACK FACE LAMB WITH PANTS,0.0,126.0
35931,PINK STAR CHRISTMAS DECORATION,0.0,156.0
35933,PINK STOCKING CHRISTMAS DECORATION,0.0,319.0
90087,CRYSTAL SEA HORSE PHONE CHARM,0.1377,363.0
90085,CRYSTAL STILETTO PHONE CHARM,0.2233,403.0
90093,CLEAR CRYSTAL STAR PHONE CHARM,0.1139,237.0
90084,PINK CRYSTAL GUITAR PHONE CHARM,0.1579,76.0
90088,CRYSTAL KEY+LOCK PHONE CHARM,0.1984,126.0
21807,WHITE CHRISTMAS STAR DECORATION,0.0006,3435.0
21806,WHITE CHRISTMAS HEART DECORATION,0.0,2717.0
21815,STAR  T-LIGHT HOLDER,0.0027,752.0
21816,CHRISTMAS TREE T-LIGHT HOLDER,0.0023,427.0
35051B,PINK BEADED CONE CHRISTMAS,0.0,14.0
22153,ANGEL DECORATION STARS ON DRESS,0.0273,6084.0
20943,SET/6 GINGERBREAD STAR T-LIGHTS,0.0026,385.0
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,0.0162,1480.0
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,0.0,2905.0
20978,36 PENCILS TUBE SKULLS,0.0043,4181.0
20942,SET/6 GINGERBREAD TREE T-LIGHTS,0.1429,7.0
84559A,3D SHEET OF DOG STICKERS,0.0,1418.0
84466,TOP SECRET PEN SET,0.2397,1656.0
20994,JAZZ HEARTS SPIRAL NOTEPAD,0.0,47.0
20992,JAZZ HEARTS PURSE NOTEBOOK,0.0,6224.0
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.0152,111842.0
84029C,BROWN FURRY HOT WATER BOTTLE,0.0,205.0
22336,DOVE DECORATION PAINTED ZINC,0.0048,4759.0
22156,HEART DECORATION WITH PEARLS,0.0333,6545.0
22338,STAR DECORATION PAINTED ZINC,0.0152,6249.0
21825,PAINTED METAL TREE WITH HOLLY BELLS,0.0041,740.0
21822,GLITTER CHRISTMAS TREE WITH BELLS,0.0079,1141.0
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,0.0014,1445.0
35979,SIX STRING SCANDINAVIAN HEART DECS,0.1132,106.0
47566,PARTY BUNTING,0.0099,28663.0
21344,MOROCCAN BEATEN METAL DISH,0.0292,171.0
21477,STRING OF 20 ROSE LIGHTS,0.0777,296.0
85047,WHITE BEADED GARLAND STRING 20LIGHT,0.0681,1131.0
20681,PINK SPOTTY CHILDS UMBRELLA,0.0261,1034.0
84648,NEW BAROQUE WALL MIRROR,0.0,1.0
84472,PINK AND LILAC QUILTED THROW,0.0333,90.0
84910A,PINK PAISLEY CUSHION COVER,0.0291,447.0
84656,WHITE ROSE C/COVER,0.0,22.0
84580,MOUSE TOY WITH PINK T-SHIRT,0.0037,1090.0
84622,PINK GINGHAM ROSE CUSHION COVER,0.0417,24.0
22151,PLACE SETTING WHITE HEART,0.0318,28812.0
35962,12 ASS ZINC CHRISTMAS DECORATIONS,0.002,500.0
22337,ANGEL DECORATION PAINTED ZINC,0.0,2509.0
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,0.0,92.0
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.0,136.0
90214H,"LETTER ""H"" BLING KEY RING",0.0,88.0
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,0.0213,94.0
22172,METAL SHELF WITH RAIL,0.0105,382.0
85067,CREAM SWEETHEART WALL CABINET,0.0214,515.0
21156,RED SPOTTY CHILDS APRON,0.0008,2512.0
72127,COLUMBIAN CANDLE ROUND,0.0025,397.0
84992,72 SWEETHEART FAIRY CAKE CASES,0.0114,35848.0
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,0.0896,3427.0
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,0.0094,425.0
21463,MIRRORED DISCO BALL,0.051,1450.0
85162A,SILVER RETRODISC LAMPSHADE,0.0065,611.0
21761,WOOD AND GLASS MEDICINE CABINET,0.0147,68.0
84839,SWEETHEART KEY CABINET,0.0077,1550.0
85064,CREAM SWEETHEART LETTER RACK,0.0022,1793.0
84706C,PINK FLOCK TABLE CLOCK,0.0,84.0
21804,WHITE CHRISTMAS GARLAND STARS TREES,0.0032,622.0
21218,RED SPOTTY BISCUIT TIN,0.0152,5387.0
85103,SILVER T-LIGHT SETTING,0.126,365.0
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,0.0208,288.0
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,0.1769,1091.0
22162,HEART GARLAND RUSTIC PADDED,0.0094,1273.0
22297,HEART IVORY TRELLIS SMALL,0.0193,14256.0
85104,SILVER GLASS T-LIGHT SET,0.0218,367.0
84813,SET OF 4 DIAMOND NAPKIN RINGS,0.0023,427.0
72799D,BLUE PILLAR CANDLE SILVER FLOCK,0.0,78.0
21741,COSY SLIPPER SHOES LARGE GREEN,0.0014,740.0
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,0.0,890.0
21724,PANDA AND BUNNIES STICKER SHEET,0.0019,1040.0
21524,SPOTTY  HOME SWEET HOME DOORMAT,0.0,666.0
48197,DOOR MAT BIRD ON THE WIRE,0.0,667.0
84684,BEACH HUT PHOTO FRAME,0.0787,661.0
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,0.0,5.0
22035,VINTAGE CARAVAN GREETING CARD,0.0118,4158.0
21508,VINTAGE KID DOLLY CARD,0.0018,6814.0
22027,TEA PARTY BIRTHDAY CARD,0.0195,11687.0
85059,FRENCH ENAMEL WATER BASIN,0.014,712.0
21465,PINK FLOWER CROCHET FOOD COVER,0.0025,798.0
21466,RED FLOWER CROCHET FOOD COVER,0.0,937.0
21467,CHERRY CROCHET FOOD COVER,0.0048,1036.0
21471,STRAWBERRY RAFFIA FOOD COVER,0.0028,1423.0
21314,SMALL GLASS HEART TRINKET POT,0.0955,12889.0
84975,HEART SHAPED MIRROR,0.0044,2024.0
21949,SET OF 6 STRAWBERRY CHOPSTICKS,0.0023,2642.0
21947,SET OF 6 HEART CHOPSTICKS,0.0,1711.0
21528,DAIRY MAID TRADITIONAL TEAPOT,0.034,942.0
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,0.0212,706.0
21684,SMALL MEDINA STAMPED METAL BOWL,0.0074,1760.0
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,0.0126,554.0
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,0.0029,700.0
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,0.0027,730.0
85054,FRENCH ENAMEL POT W LID,0.0086,931.0
21532,DAIRY MAID SUGAR JAM BOWL,0.0114,1405.0
21530,DAIRY MAID CERAMIC TOASTRACK,0.0167,60.0
37444A,YELLOW BREAKFAST CUP AND SAUCER,0.3252,4025.0
37444B,BLUE BREAKFAST CUP AND SAUCER,0.3284,2996.0
22042,CHRISTMAS CARD SINGING ANGEL,0.0129,1865.0
84247C,PACK/12 BLUE REINDEER CARD,0.0,73.0
22034,ROBIN CHRISTMAS CARD,0.0143,1680.0
84754,S/15 SILVER GLASS BAUBLES IN BAG,0.0619,2359.0
21313,GLASS HEART T-LIGHT HOLDER,0.0224,7047.0
84509A,ENGLISH ROSE PLACEMATS,0.0,119.0
84510A,SET OF 4 ENGLISH ROSE COASTERS,0.0083,2536.0
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,0.0,21.0
21625,VINTAGE UNION JACK APRON,0.0,1016.0
18096C,WHITE ROUND PORCELAIN TLIGHT HOLDER,0.0839,143.0
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,0.0317,63.0
37444C,PINK BREAKFAST CUP AND SAUCER,0.3164,2427.0
85055,FRENCH ENAMEL UTENSIL HOLDER,0.0,371.0
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,0.0875,297.0
85028S,FRENCH CHATEAU SMALL FRUITBOWL,0.0812,468.0
21214,SET OF 72 IVORY PAPER DOILIES,0.0005,2008.0
84985B,SET OF 72 BLACK PAPER DOILIES,0.0,129.0
84985A,SET OF 72 GREEN PAPER DOILIES,0.0075,670.0
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,0.0,716.0
21911,GARDEN METAL SIGN,0.0046,2581.0
21070,VINTAGE BILLBOARD MUG,0.0143,2093.0
